Income,Recency,MntWines,MntFruits,MntMeatProducts,MntGoldProds,NumWebPurchases,NumStorePurchases
93973.71322408986,5.855024945389639,1351.3977233290705,214.74693235491605,818.7836753971861,362.26888609333105,11.802381371506016,10.752819052195033
88893.88559063053,7.199094799015152,1015.5669351644749,184.26644750690556,735.5891688312121,255.90514269371732,7.878678372370758,8.19589689128498
95181.50830480554,13.73646802561631,1373.921184021132,201.1497929173927,818.3446254548426,234.54408932621544,6.583186466179074,8.26067383745061
102184.2388512642,13.051851327167324,1471.1275717609901,251.13807450429195,881.4947043554582,299.73004340712384,4.972571214774346,12.25086956882954
88126.77300221332,9.895492030179259,1282.6869806447403,207.64396272079614,807.3290105488556,286.38523019800573,4.393720647488109,7.621176214265344
88126.90434440656,10.58663691654391,1575.3591625116132,201.85746192624595,806.0887536805824,263.741756053818,4.831728113989021,13.285345906511926
102633.70252405913,16.388324478942124,1045.2421601792853,145.60575436080325,694.7012468289867,355.71099579653725,8.534253302022966,8.198758530704263
96139.47783322327,7.04214305582085,951.0690593377166,229.85014264108884,700.5648623673578,376.42441668564084,9.017450046459867,11.276783851216766
86244.20491252038,12.73548690585019,844.2559502191443,225.819367245643,589.609209230046,307.0725509033478,4.837618595935734,9.34276304850203
94340.48034868772,8.98903673783053,1499.2088622978367,286.5301889322184,1062.436511478041,418.202406484421,9.790076628152232,11.206374862164687
86292.6584575003,8.911593983863899,1330.8731312708114,187.68887060187996,613.4205146913073,208.6648708693196,7.033877896633121,8.911771995771614
86274.16197143795,15.49388425993595,1188.883065817909,208.76601310655755,696.0642203306139,284.5072432576226,8.293586023971098,9.674414187855412
91935.69817252827,14.12708174494015,1255.993725263964,209.9753473484302,692.2389101646204,242.6542143517756,11.224441256510849,10.081838350791442
74693.75804273761,14.067548180003193,974.9021905403247,263.098131190539,934.2386565416662,150.6770706341552,9.793678631731064,7.9956250884370546
76200.65733989574,16.527394035771646,1689.1503959233653,196.1881787045219,755.7575482561958,293.38554513258407,7.4629387041883355,11.481648690840252
85501.69976607221,10.105019208163796,1225.8442363950455,211.16086103081358,987.16131090106,290.2601993293373,6.217615549169425,8.973572867056829
81897.35103732461,13.409764856474819,1221.8789589209787,224.31586038866158,698.9764063634198,421.0759794593705,3.69636919734139,9.542800169319962
92513.9786607622,8.44866621703272,1345.1533247797383,207.46436492625432,841.8491243335703,350.4649347643822,6.56169336151516,8.011301250782976
82735.80739583031,11.620831762442211,1296.2018463473426,182.14265541797886,674.6979420110364,218.0650540536636,7.577739522344611,4.875332682409379
78701.57038931767,9.349284728161576,1244.7768048558262,207.76359971593232,1121.7723691660083,448.32740530673505,6.025640945697632,9.617944474799662
101725.19015137243,10.484979824963592,1041.9051089109375,242.94526999439088,621.8602371455731,397.68269564202825,7.737486065815391,14.825230843225832
88193.78959610772,12.975785127184569,1294.2936714271991,158.9393880235576,846.4731065340541,346.56781627748927,8.153703765917536,11.569208575796047
90540.22563750339,5.908896583832638,1576.4048992950068,205.31878696587503,895.0665321398147,281.88127209201343,7.550288036383843,9.961479240531212
78602.01451029234,20.461936378427303,1469.0840092309954,171.99516740243308,862.0698646177248,223.24486106212163,6.6999948383530805,9.474218341583464
85644.93820379853,4.96991309250149,1518.6373253278794,247.8018651569937,772.2068511683437,270.22345791431576,8.337309343933455,10.044931785624092
90887.38071767893,3.9290569360613397,1097.756864713763,139.072523808649,780.5268950399861,387.0998895763349,8.883881299138817,11.09423823035042
80792.05138062157,15.790554367500338,1002.0790359482838,177.64312610913646,806.5717207968664,450.7669044747687,5.819201845114308,7.63837436938231
93005.58414676538,13.95831346981468,1174.8426159800704,215.08847500258082,777.9496997557267,423.4594822617751,10.82186475949254,12.228643389337744
85194.89048064956,13.120599085260775,1211.144982457739,262.62096116937363,944.5818675192364,260.89204625709806,7.802823735431477,11.430762630882487
87666.45000165378,13.1417275463214,1418.8383036941898,197.3699895570805,1131.5784502387028,210.4306053368791,8.037699245889696,11.43637145141587
85186.34710216483,9.938766135765427,861.5070740570361,177.79201893227207,716.376232248825,311.2708997528963,9.416428846513114,10.876951477619455
104818.2254760715,5.513728142570843,1505.9100638921227,275.2462827776236,594.5295530631383,158.52485075497188,8.466432262527004,10.03923331538798
89892.02220209653,10.379022790968632,1168.398420284202,142.07944398335025,786.7576927473118,325.8534171347825,9.90627326782649,11.34572247193364
81538.31256835279,6.6141914424394415,1114.623786010516,112.04776173519673,1186.9564006481478,288.1917930961065,8.574248330403648,11.183628267482757
96580.35929682551,14.875598667088756,997.5791249479665,217.6005780021333,679.4488148045403,262.71707985054064,6.775125250719125,9.291918578117953
80233.25080023182,9.264713092489307,869.0286656268461,179.91783102589557,1045.86752081661,172.42375461865635,8.723007050412203,8.852796454206198
91670.90876003804,5.872514016037442,1364.6341167923829,159.15068731477146,1051.6551221114662,341.0880085255773,5.712547585358676,10.203712590523974
74322.63900896179,8.393070791735033,1214.6635934376807,228.33425789197412,716.9617637438008,257.3839328270471,8.217119411553046,13.098040302990375
79374.51160881255,12.064657271378122,942.0078200517892,209.75202855084797,885.3474618777913,206.40665314317695,7.933540018711079,7.521785848692199
91574.889886953,7.1813772359801264,940.9842455872767,177.43685477053086,1044.2594934692806,70.21902293746805,7.583766285454921,7.06494946849512
95907.73263996329,5.888898022167843,1132.8430601419743,148.78782405316423,743.1308388518769,297.7988075959491,7.742924977122138,10.329521682473034
91370.94624951977,11.218436057459561,1533.8043050578785,234.89829313120578,769.4629459846458,441.78012773357955,4.236301909004721,10.101775403712036
89074.81374089408,11.224832855543614,1148.081729727279,226.00804711834644,712.7478629077034,432.9007371638296,6.902550184518077,10.346683328740816
87591.17043528569,7.465284123144351,899.3714093763788,196.03296544882468,647.78649039607,263.4322994730983,8.18568980228223,10.487906395817001
78171.82407706058,7.6448084719083855,1150.851387182811,273.8654798419066,702.6083682400989,251.82303517105754,8.3197127839948,9.55359549073039
84241.24633284233,11.160249686788182,1145.455286050466,157.1966093469539,616.4089599856616,337.5019404860019,5.944649718148083,12.979726877204165
86314.8898323217,2.759578292513379,660.6226714116857,138.97899316301044,805.1125202388839,220.12916486493668,10.531415681729401,6.798192043046969
98456.97780975132,2.9626811281172234,1189.1410266964376,172.32367720475023,684.5040153412037,324.1433519855573,6.267650303570998,8.343005950439508
92748.94631654769,6.40777889373782,1153.8130939582645,198.17655934578008,835.0678867686122,361.28642227077523,9.938914401053474,9.793490479701905
75895.67875709813,8.932764241440763,1339.2412729626838,209.73357797290768,566.6156530694559,398.1546579107446,8.85438872374337,6.7136223776916655
92592.67175515836,11.554537827990023,1569.791218989069,190.3505576857468,849.6320348321685,291.98767388160377,6.707545380312394,9.648291191135858
86919.34175666947,17.376781084747762,1425.3130059095515,214.08221586057186,925.0293442413387,283.70609998584274,11.550621785219024,13.322940331456037
84584.62399755233,14.288298116010097,1146.222261889034,149.93842303238225,500.93965361428167,229.7613930594751,5.6127263364870394,10.041772976591924
94893.41031072695,9.200307350182864,978.694818251666,257.7505841629304,856.1084854771358,233.8495716768112,9.838308347220003,10.461401811437367
98247.99617996761,9.904918960486556,1714.671960649972,196.71395286429726,984.1503488709939,281.88168864787787,10.001164636085957,7.47967046965484
97450.24095292958,4.987353176810956,1211.8436868028978,244.6918332635251,618.5538471963192,329.38924054529423,6.65875958184671,8.767277183921045
83286.2598142189,9.90743432003805,1202.7858583825891,213.70901385510817,1050.8858580256556,373.08677009865994,10.784930600128657,9.249607239352127
87526.30099319028,8.556706805399308,1195.1749825779993,218.27012876615134,862.8528514049068,235.7456839455724,7.499906970802094,9.364569806487532
92650.10745122851,11.613592801690448,1239.616952153571,222.79069120928816,694.2482216362387,419.41508551676174,8.577387258559714,12.563287590007537
97804.36101697887,5.863845282238385,1171.1279176152116,217.9083424006926,791.634638351344,278.3101119165945,8.520643677542441,11.11538212145025
86166.60609723769,12.596732571205862,1085.2675986239528,225.70891039470175,883.7490368782584,298.2906164521251,7.731382517058904,7.777084086125936
88514.72818668946,17.66369456501289,1090.6282117519215,253.16610120529725,811.4008087118617,240.22306566817412,9.621616546319565,10.49300955686401
81149.32020795178,9.456199257715712,1193.4493459568002,207.8608467880588,880.8133988669554,106.06077917816467,9.586977441104427,10.996443496993571
80430.34700735463,12.008558610494706,1091.315045773247,228.36015030354048,661.8989610380951,370.723631708884,4.502936053523639,12.280298077042533
